initial_wealth,desired_annuity,probability
105,47,1.00
106,47,1.00
107,47,1.00
108,47,1.00
109,47,1.00
110,47,1.00
111,47,1.00
112,47,1.00
113,47,1.00
114,47,1.00
115,47,1.00
116,47,1.00
117,47,1.00
118,47,1.00
119,47,1.00
120,47,1.00
121,47,1.00
122,47,1.00
123,47,1.00
124,47,1.00
125,47,1.00
126,47,1.00
127,47,1.00
128,47,1.00
129,47,1.00
130,47,1.00
131,47,1.00
132,47,1.00
133,47,1.00
134,47,1.00
135,47,1.00
136,47,1.00
137,47,1.00
138,47,1.00
139,47,1.00
140,47,1.00
141,47,1.00
142,47,1.00
143,47,1.00
144,47,1.00
145,47,1.00
146,47,1.00
147,47,1.00
148,47,1.00
149,47,1.00
150,47,1.00
151,47,1.00
152,47,1.00
153,47,1.00
154,47,1.00
155,47,1.00
156,47,1.00
157,47,1.00
158,47,1.00
159,47,1.00
160,47,1.00
161,47,1.00
162,47,1.00
163,47,1.00
164,47,1.00
165,47,1.00
166,47,1.00
167,47,1.00
168,47,1.00
169,47,1.00
170,47,1.00
171,47,1.00
172,47,1.00
173,47,1.00
174,47,1.00
175,47,1.00
176,47,1.00
177,47,1.00
178,47,1.00
179,47,1.00
180,47,1.00
181,47,1.00
182,47,1.00
183,47,1.00
184,47,1.00
185,47,1.00
186,47,1.00
187,47,1.00
188,47,1.00
189,47,1.00
190,47,1.00
191,47,1.00
192,47,1.00
193,47,1.00
194,47,1.00
195,47,1.00
196,47,1.00
197,47,1.00
198,47,1.00
199,47,1.00
200,47,1.00
0,48,0.00
1,48,0.00
2,48,0.00
3,48,0.00
4,48,0.00
5,48,0.00
6,48,0.00
7,48,0.00
8,48,0.00
9,48,0.00
10,48,0.00
11,48,0.00
12,48,0.00
13,48,0.00
14,48,0.00
15,48,0.00
16,48,0.00
17,48,0.00
18,48,0.00
19,48,0.00
20,48,0.00
21,48,0.00
22,48,0.00
23,48,0.00
24,48,0.00
25,48,0.00
26,48,0.00
27,48,0.00
28,48,0.00
29,48,0.00
30,48,0.00
31,48,0.00
32,48,0.00
33,48,0.00
34,48,0.00
35,48,0.00
36,48,0.00
37,48,0.00
38,48,0.00
39,48,0.00
40,48,0.00
41,48,0.00
42,48,0.00
43,48,0.00
44,48,0.00
45,48,0.00
46,48,0.00
47,48,0.00
48,48,0.00
49,48,0.00
50,48,0.00
51,48,0.00
52,48,0.00
53,48,0.00
54,48,0.00
55,48,0.00
56,48,0.00
57,48,0.00
58,48,0.00
59,48,0.00
60,48,0.00
61,48,0.00
62,48,0.00
63,48,0.00
64,48,0.00
65,48,0.00
66,48,0.00
67,48,0.00
68,48,0.00
69,48,0.00
70,48,0.00
71,48,0.00
72,48,0.00
73,48,0.00
74,48,0.00
75,48,0.00
76,48,0.00
77,48,0.00
78,48,0.00
79,48,0.00
80,48,0.00
81,48,0.00
82,48,0.00
83,48,0.00
84,48,0.00
85,48,0.00
86,48,0.00
87,48,0.00
88,48,0.00
89,48,0.00
90,48,0.01
91,48,0.03
92,48,0.08
93,48,0.20
94,48,0.40
95,48,0.65
96,48,0.83
97,48,0.93
98,48,0.97
99,48,0.99
100,48,1.00
101,48,1.00
102,48,1.00
103,48,1.00
104,48,1.00
105,48,1.00
106,48,1.00
107,48,1.00
108,48,1.00
109,48,1.00
110,48,1.00
111,48,1.00
112,48,1.00
113,48,1.00
114,48,1.00
115,48,1.00
116,48,1.00
117,48,1.00
118,48,1.00
119,48,1.00
120,48,1.00
121,48,1.00
122,48,1.00
123,48,1.00
124,48,1.00
125,48,1.00
126,48,1.00
127,48,1.00
128,48,1.00
129,48,1.00
130,48,1.00
131,48,1.00
132,48,1.00
133,48,1.00
134,48,1.00
135,48,1.00
136,48,1.00
137,48,1.00
138,48,1.00
139,48,1.00
140,48,1.00
141,48,1.00
142,48,1.00
143,48,1.00
144,48,1.00
145,48,1.00
146,48,1.00
147,48,1.00
148,48,1.00
149,48,1.00
150,48,1.00
151,48,1.00
152,48,1.00
153,48,1.00
154,48,1.00
155,48,1.00
156,48,1.00
157,48,1.00
158,48,1.00
159,48,1.00
160,48,1.00
161,48,1.00
162,48,1.00
163,48,1.00
164,48,1.00
165,48,1.00
166,48,1.00
167,48,1.00
168,48,1.00
169,48,1.00
170,48,1.00
171,48,1.00
172,48,1.00
173,48,1.00
174,48,1.00
175,48,1.00
176,48,1.00
177,48,1.00
178,48,1.00
179,48,1.00
180,48,1.00
181,48,1.00
182,48,1.00
183,48,1.00
184,48,1.00
185,48,1.00
186,48,1.00
187,48,1.00
188,48,1.00
189,48,1.00
190,48,1.00
191,48,1.00
192,48,1.00
193,48,1.00
194,48,1.00
195,48,1.00
196,48,1.00
197,48,1.00
198,48,1.00
199,48,1.00
200,48,1.00
0,49,0.00
1,49,0.00
2,49,0.00
3,49,0.00
4,49,0.00
5,49,0.00
6,49,0.00
7,49,0.00
8,49,0.00
9,49,0.00
10,49,0.00
11,49,0.00
12,49,0.00
13,49,0.00
14,49,0.00
15,49,0.00
16,49,0.00
17,49,0.00
18,49,0.00
19,49,0.00
20,49,0.00
21,49,0.00
22,49,0.00
23,49,0.00
24,49,0.00
25,49,0.00
26,49,0.00
27,49,0.00
28,49,0.00
29,49,0.00
30,49,0.00
31,49,0.00
32,49,0.00
33,49,0.00
34,49,0.00
35,49,0.00
36,49,0.00
37,49,0.00
38,49,0.00
39,49,0.00
40,49,0.00
41,49,0.00
42,49,0.00
43,49,0.00
44,49,0.00
45,49,0.00
46,49,0.00
47,49,0.00
48,49,0.00
49,49,0.00
50,49,0.00
51,49,0.00
52,49,0.00
53,49,0.00
54,49,0.00
55,49,0.00
56,49,0.00
57,49,0.00
58,49,0.00
59,49,0.00
60,49,0.00
61,49,0.00
62,49,0.00
63,49,0.00
64,49,0.00
65,49,0.00
66,49,0.00
67,49,0.00
68,49,0.00
69,49,0.00
70,49,0.00
71,49,0.00
72,49,0.00
73,49,0.00
74,49,0.00
75,49,0.00
76,49,0.00
77,49,0.00
78,49,0.00
79,49,0.00
80,49,0.00
81,49,0.00
82,49,0.00
83,49,0.00
84,49,0.00
85,49,0.00
86,49,0.00
87,49,0.00
88,49,0.00
89,49,0.00
90,49,0.00
91,49,0.00
92,49,0.01
93,49,0.03
94,49,0.08
95,49,0.20
96,49,0.40
97,49,0.65
98,49,0.83
99,49,0.93
100,49,0.97
101,49,0.99
102,49,1.00
103,49,1.00
104,49,1.00
105,49,1.00
106,49,1.00
107,49,1.00
108,49,1.00
109,49,1.00
110,49,1.00
111,49,1.00
112,49,1.00
113,49,1.00
114,49,1.00
115,49,1.00
116,49,1.00
117,49,1.00
118,49,1.00
119,49,1.00
120,49,1.00
121,49,1.00
122,49,1.00
123,49,1.00
124,49,1.00
125,49,1.00
126,49,1.00
127,49,1.00
128,49,1.00
129,49,1.00
130,49,1.00
131,49,1.00
132,49,1.00
133,49,1.00
134,49,1.00
135,49,1.00
136,49,1.00
137,49,1.00
138,49,1.00
139,49,1.00
140,49,1.00
141,49,1.00
142,49,1.00
143,49,1.00
144,49,1.00
145,49,1.00
146,49,1.00
147,49,1.00
148,49,1.00
149,49,1.00
150,49,1.00
151,49,1.00
152,49,1.00
153,49,1.00
154,49,1.00
155,49,1.00
156,49,1.00
157,49,1.00
158,49,1.00
159,49,1.00
160,49,1.00
161,49,1.00
162,49,1.00
163,49,1.00
164,49,1.00
165,49,1.00
166,49,1.00
167,49,1.00
168,49,1.00
169,49,1.00
170,49,1.00
171,49,1.00
172,49,1.00
173,49,1.00
174,49,1.00
175,49,1.00
176,49,1.00
177,49,1.00
178,49,1.00
179,49,1.00
180,49,1.00
181,49,1.00
182,49,1.00
183,49,1.00
184,49,1.00
185,49,1.00
186,49,1.00
187,49,1.00
188,49,1.00
189,49,1.00
190,49,1.00
191,49,1.00
192,49,1.00
193,49,1.00
194,49,1.00
195,49,1.00
196,49,1.00
197,49,1.00
198,49,1.00
199,49,1.00
200,49,1.00
0,50,0.00
1,50,0.00
2,50,0.00
3,50,0.00
4,50,0.00
5,50,0.00
6,50,0.00
7,50,0.00
8,50,0.00
9,50,0.00
10,50,0.00
11,50,0.00
12,50,0.00
13,50,0.00
14,50,0.00
15,50,0.00
16,50,0.00
17,50,0.00
18,50,0.00
19,50,0.00
20,50,0.00
21,50,0.00
22,50,0.00
23,50,0.00
24,50,0.00
25,50,0.00
26,50,0.00
27,50,0.00
28,50,0.00
29,50,0.00
30,50,0.00
31,50,0.00
32,50,0.00
33,50,0.00
34,50,0.00
35,50,0.00
36,50,0.00
37,50,0.00
38,50,0.00
39,50,0.00
40,50,0.00
41,50,0.00
42,50,0.00
43,50,0.00
44,50,0.00
45,50,0.00
46,50,0.00
47,50,0.00
48,50,0.00
49,50,0.00
50,50,0.00
51,50,0.00
52,50,0.00
53,50,0.00
54,50,0.00
55,50,0.00
56,50,0.00
57,50,0.00
58,50,0.00
59,50,0.00
60,50,0.00
61,50,0.00
62,50,0.00
63,50,0.00
64,50,0.00
65,50,0.00
66,50,0.00
67,50,0.00
68,50,0.00
69,50,0.00
70,50,0.00
71,50,0.00
72,50,0.00
73,50,0.00
74,50,0.00
75,50,0.00
76,50,0.00
77,50,0.00
78,50,0.00
79,50,0.00
80,50,0.00
81,50,0.00
82,50,0.00
83,50,0.00
84,50,0.00
85,50,0.00
86,50,0.00
87,50,0.00
88,50,0.00
89,50,0.00
90,50,0.00
91,50,0.00
92,50,0.00
93,50,0.00
94,50,0.01
95,50,0.03
96,50,0.08
97,50,0.20
98,50,0.40
99,50,0.65
100,50,0.83
101,50,0.93
102,50,0.97
103,50,0.99
104,50,1.00
105,50,1.00
106,50,1.00
107,50,1.00
108,50,1.00
109,50,1.00
110,50,1.00
111,50,1.00
112,50,1.00
113,50,1.00
114,50,1.00
115,50,1.00
116,50,1.00
117,50,1.00
118,50,1.00
119,50,1.00
120,50,1.00
121,50,1.00
122,50,1.00
123,50,1.00
124,50,1.00
125,50,1.00
126,50,1.00
127,50,1.00
128,50,1.00
129,50,1.00
130,50,1.00
131,50,1.00
132,50,1.00
133,50,1.00
134,50,1.00
135,50,1.00
136,50,1.00
137,50,1.00
138,50,1.00
139,50,1.00
140,50,1.00
141,50,1.00
142,50,1.00
143,50,1.00
144,50,1.00
145,50,1.00
146,50,1.00
147,50,1.00
148,50,1.00
149,50,1.00
150,50,1.00
151,50,1.00
152,50,1.00
153,50,1.00
154,50,1.00
155,50,1.00
156,50,1.00
157,50,1.00
158,50,1.00
159,50,1.00
160,50,1.00
161,50,1.00
162,50,1.00
163,50,1.00
164,50,1.00
165,50,1.00
166,50,1.00
167,50,1.00
168,50,1.00
169,50,1.00
170,50,1.00
171,50,1.00
172,50,1.00
173,50,1.00
174,50,1.00
175,50,1.00
176,50,1.00
177,50,1.00
178,50,1.00
179,50,1.00
180,50,1.00
181,50,1.00
182,50,1.00
183,50,1.00
184,50,1.00
185,50,1.00
186,50,1.00
187,50,1.00
188,50,1.00
189,50,1.00
190,50,1.00
191,50,1.00
192,50,1.00
193,50,1.00
194,50,1.00
195,50,1.00
196,50,1.00
197,50,1.00
198,50,1.00
199,50,1.00
200,50,1.00
0,51,0.00
1,51,0.00
2,51,0.00
3,51,0.00
4,51,0.00
5,51,0.00
6,51,0.00
7,51,0.00
8,51,0.00
9,51,0.00
10,51,0.00
11,51,0.00
12,51,0.00
13,51,0.00
14,51,0.00
15,51,0.00
16,51,0.00
17,51,0.00
18,51,0.00
19,51,0.00
20,51,0.00
21,51,0.00
22,51,0.00
23,51,0.00
24,51,0.00
25,51,0.00
26,51,0.00
27,51,0.00
28,51,0.00
29,51,0.00
30,51,0.00
31,51,0.00
32,51,0.00
33,51,0.00
34,51,0.00
35,51,0.00
36,51,0.00
37,51,0.00
38,51,0.00
39,51,0.00
40,51,0.00
41,51,0.00
42,51,0.00
43,51,0.00
44,51,0.00
45,51,0.00
46,51,0.00
47,51,0.00
48,51,0.00
49,51,0.00
50,51,0.00
51,51,0.00
52,51,0.00
53,51,0.00
54,51,0.00
55,51,0.00
56,51,0.00
57,51,0.00
58,51,0.00
59,51,0.00
60,51,0.00
61,51,0.00
62,51,0.00
63,51,0.00
64,51,0.00
65,51,0.00
66,51,0.00
67,51,0.00
68,51,0.00
69,51,0.00
70,51,0.00
71,51,0.00
72,51,0.00
73,51,0.00
74,51,0.00
75,51,0.00
76,51,0.00
77,51,0.00
78,51,0.00
79,51,0.00
80,51,0.00
81,51,0.00
82,51,0.00
83,51,0.00
84,51,0.00
85,51,0.00
86,51,0.00
87,51,0.00
88,51,0.00
89,51,0.00
90,51,0.00
91,51,0.00
92,51,0.00
93,51,0.00
94,51,0.00
95,51,0.00
96,51,0.01
97,51,0.03
98,51,0.08
99,51,0.20
100,51,0.40
101,51,0.65
102,51,0.83
103,51,0.93
104,51,0.97
105,51,0.99
106,51,1.00
107,51,1.00
108,51,1.00
109,51,1.00
110,51,1.00
111,51,1.00
112,51,1.00
113,51,1.00
114,51,1.00
115,51,1.00
116,51,1.00
117,51,1.00
118,51,1.00
119,51,1.00
120,51,1.00
121,51,1.00
122,51,1.00
123,51,1.00
124,51,1.00
125,51,1.00
126,51,1.00
127,51,1.00
128,51,1.00
129,51,1.00
130,51,1.00
131,51,1.00
132,51,1.00
133,51,1.00
134,51,1.00
135,51,1.00
136,51,1.00
137,51,1.00
138,51,1.00
139,51,1.00
140,51,1.00
141,51,1.00
142,51,1.00
143,51,1.00
144,51,1.00
145,51,1.00
146,51,1.00
147,51,1.00
148,51,1.00
149,51,1.00
150,51,1.00
151,51,1.00
152,51,1.00
153,51,1.00
154,51,1.00
155,51,1.00
156,51,1.00
157,51,1.00
158,51,1.00
159,51,1.00
160,51,1.00
161,51,1.00
162,51,1.00
163,51,1.00
164,51,1.00
165,51,1.00
166,51,1.00
167,51,1.00
168,51,1.00
169,51,1.00
170,51,1.00
171,51,1.00
172,51,1.00
173,51,1.00
174,51,1.00
175,51,1.00
176,51,1.00
177,51,1.00
178,51,1.00
179,51,1.00
180,51,1.00
181,51,1.00
182,51,1.00
183,51,1.00
184,51,1.00
185,51,1.00
186,51,1.00
187,51,1.00
188,51,1.00
189,51,1.00
190,51,1.00
191,51,1.00
192,51,1.00
193,51,1.00
194,51,1.00
195,51,1.00
196,51,1.00
197,51,1.00
198,51,1.00
199,51,1.00
200,51,1.00
0,52,0.00
1,52,0.00
2,52,0.00
3,52,0.00
4,52,0.00
5,52,0.00
6,52,0.00
7,52,0.00
8,52,0.00
9,52,0.00
10,52,0.00
11,52,0.00
12,52,0.00
13,52,0.00
14,52,0.00
15,52,0.00
16,52,0.00
17,52,0.00
18,52,0.00
19,52,0.00
20,52,0.00
21,52,0.00
22,52,0.00
23,52,0.00
24,52,0.00
25,52,0.00
26,52,0.00
27,52,0.00
28,52,0.00
29,52,0.00
30,52,0.00
31,52,0.00
32,52,0.00
33,52,0.00
34,52,0.00
35,52,0.00
36,52,0.00
37,52,0.00
38,52,0.00
39,52,0.00
40,52,0.00
41,52,0.00
42,52,0.00
43,52,0.00
44,52,0.00
45,52,0.00
46,52,0.00
47,52,0.00
48,52,0.00
49,52,0.00
50,52,0.00
51,52,0.00
52,52,0.00
53,52,0.00
54,52,0.00
55,52,0.00
56,52,0.00
57,52,0.00
58,52,0.00
59,52,0.00
60,52,0.00
61,52,0.00
62,52,0.00
63,52,0.00
64,52,0.00
65,52,0.00
66,52,0.00
67,52,0.00
68,52,0.00
69,52,0.00
70,52,0.00
71,52,0.00
72,52,0.00
73,52,0.00
74,52,0.00
75,52,0.00
76,52,0.00
77,52,0.00
78,52,0.00
79,52,0.00
80,52,0.00
81,52,0.00
82,52,0.00
83,52,0.00
84,52,0.00
85,52,0.00
86,52,0.00
87,52,0.00
88,52,0.00
89,52,0.00
90,52,0.00
91,52,0.00
92,52,0.00
93,52,0.00
94,52,0.00
95,52,0.00
96,52,0.00
97,52,0.00
98,52,0.01
99,52,0.03
100,52,0.08
101,52,0.20
102,52,0.40
103,52,0.65
104,52,0.83
105,52,0.93
106,52,0.97
107,52,0.99
108,52,1.00
109,52,1.00
110,52,1.00
111,52,1.00
112,52,1.00
113,52,1.00
114,52,1.00
115,52,1.00
116,52,1.00
117,52,1.00
118,52,1.00
119,52,1.00
120,52,1.00
121,52,1.00
122,52,1.00
123,52,1.00
124,52,1.00
125,52,1.00
126,52,1.00
127,52,1.00
128,52,1.00
129,52,1.00
130,52,1.00
131,52,1.00
132,52,1.00
133,52,1.00
134,52,1.00
135,52,1.00
136,52,1.00
137,52,1.00
138,52,1.00
139,52,1.00
140,52,1.00
141,52,1.00
142,52,1.00
143,52,1.00
144,52,1.00
145,52,1.00
146,52,1.00
147,52,1.00
148,52,1.00
149,52,1.00
150,52,1.00
151,52,1.00
152,52,1.00
153,52,1.00
154,52,1.00
155,52,1.00
156,52,1.00
157,52,1.00
158,52,1.00
159,52,1.00
160,52,1.00
161,52,1.00
162,52,1.00
163,52,1.00
164,52,1.00
165,52,1.00
166,52,1.00
167,52,1.00
168,52,1.00
169,52,1.00
170,52,1.00
171,52,1.00
172,52,1.00
173,52,1.00
174,52,1.00
175,52,1.00
176,52,1.00
177,52,1.00
178,52,1.00
179,52,1.00
180,52,1.00
181,52,1.00
182,52,1.00
183,52,1.00
184,52,1.00
185,52,1.00
186,52,1.00
187,52,1.00
188,52,1.00
189,52,1.00
190,52,1.00
191,52,1.00
192,52,1.00
193,52,1.00
194,52,1.00
195,52,1.00
196,52,1.00
197,52,1.00
198,52,1.00
199,52,1.00
200,52,1.00
0,53,0.00
1,53,0.00
2,53,0.00
3,53,0.00
4,53,0.00
5,53,0.00
6,53,0.00
7,53,0.00
8,53,0.00
9,53,0.00
10,53,0.00
11,53,0.00
12,53,0.00
13,53,0.00
14,53,0.00
15,53,0.00
16,53,0.00
17,53,0.00
18,53,0.00
19,53,0.00
20,53,0.00
21,53,0.00
22,53,0.00
23,53,0.00
24,53,0.00
25,53,0.00
26,53,0.00
27,53,0.00
28,53,0.00
29,53,0.00
30,53,0.00
31,53,0.00
32,53,0.00
33,53,0.00
34,53,0.00
35,53,0.00
36,53,0.00
37,53,0.00
38,53,0.00
39,53,0.00
40,53,0.00
41,53,0.00
42,53,0.00
43,53,0.00
44,53,0.00
45,53,0.00
46,53,0.00
47,53,0.00
48,53,0.00
49,53,0.00
50,53,0.00
51,53,0.00
52,53,0.00
53,53,0.00
54,53,0.00
55,53,0.00
56,53,0.00
57,53,0.00
58,53,0.00
59,53,0.00
60,53,0.00
61,53,0.00
62,53,0.00
63,53,0.00
64,53,0.00
65,53,0.00
66,53,0.00
67,53,0.00
68,53,0.00
69,53,0.00
70,53,0.00
71,53,0.00
72,53,0.00
73,53,0.00
74,53,0.00
75,53,0.00
76,53,0.00
77,53,0.00
78,53,0.00
79,53,0.00
80,53,0.00
81,53,0.00
82,53,0.00
83,53,0.00
84,53,0.00
85,53,0.00
86,53,0.00
87,53,0.00
88,53,0.00
89,53,0.00
90,53,0.00
91,53,0.00
92,53,0.00
93,53,0.00
94,53,0.00
95,53,0.00
96,53,0.00
97,53,0.00
98,53,0.00
99,53,0.00
100,53,0.01
101,53,0.03
102,53,0.08
103,53,0.20
104,53,0.40
105,53,0.65
106,53,0.83
107,53,0.93
108,53,0.97
109,53,0.99
110,53,1.00
111,53,1.00
112,53,1.00
113,53,1.00
114,53,1.00
115,53,1.00
116,53,1.00
117,53,1.00
118,53,1.00
119,53,1.00
120,53,1.00
121,53,1.00
122,53,1.00
123,53,1.00
124,53,1.00
125,53,1.00
126,53,1.00
127,53,1.00
128,53,1.00
129,53,1.00
130,53,1.00
131,53,1.00
132,53,1.00
133,53,1.00
134,53,1.00
135,53,1.00
136,53,1.00
137,53,1.00
138,53,1.00
139,53,1.00
140,53,1.00
141,53,1.00
142,53,1.00
143,53,1.00
144,53,1.00
145,53,1.00
146,53,1.00
147,53,1.00
148,53,1.00
149,53,1.00
150,53,1.00
151,53,1.00
152,53,1.00
153,53,1.00
154,53,1.00
155,53,1.00
156,53,1.00
157,53,1.00
158,53,1.00
159,53,1.00
160,53,1.00
161,53,1.00
162,53,1.00
163,53,1.00
164,53,1.00
165,53,1.00
166,53,1.00
167,53,1.00
168,53,1.00
169,53,1.00
170,53,1.00
171,53,1.00
172,53,1.00
173,53,1.00
174,53,1.00
175,53,1.00
176,53,1.00
177,53,1.00
178,53,1.00
179,53,1.00
180,53,1.00
181,53,1.00
182,53,1.00
183,53,1.00
184,53,1.00
185,53,1.00
186,53,1.00
187,53,1.00
188,53,1.00
189,53,1.00
190,53,1.00
191,53,1.00
192,53,1.00
193,53,1.00
194,53,1.00
195,53,1.00
196,53,1.00
197,53,1.00
198,53,1.00
199,53,1.00
200,53,1.00
0,54,0.00
1,54,0.00
2,54,0.00
3,54,0.00
4,54,0.00
5,54,0.00
6,54,0.00
7,54,0.00
8,54,0.00
9,54,0.00
10,54,0.00
11,54,0.00
12,54,0.00
13,54,0.00
14,54,0.00
15,54,0.00
16,54,0.00
17,54,0.00
18,54,0.00
19,54,0.00
20,54,0.00
21,54,0.00
22,54,0.00
23,54,0.00
24,54,0.00
25,54,0.00
26,54,0.00
27,54,0.00
28,54,0.00
29,54,0.00
30,54,0.00
31,54,0.00
32,54,0.00
33,54,0.00
34,54,0.00
35,54,0.00
36,54,0.00
37,54,0.00
38,54,0.00
39,54,0.00
40,54,0.00
41,54,0.00
42,54,0.00
43,54,0.00
44,54,0.00
45,54,0.00
46,54,0.00
47,54,0.00
48,54,0.00
49,54,0.00
50,54,0.00
51,54,0.00
52,54,0.00
53,54,0.00
54,54,0.00
55,54,0.00
56,54,0.00
57,54,0.00
58,54,0.00
59,54,0.00
60,54,0.00
61,54,0.00
62,54,0.00
63,54,0.00
64,54,0.00
65,54,0.00
66,54,0.00
67,54,0.00
68,54,0.00
69,54,0.00
70,54,0.00
71,54,0.00
72,54,0.00
73,54,0.00
74,54,0.00
75,54,0.00
76,54,0.00
77,54,0.00
78,54,0.00
79,54,0.00
80,54,0.00
81,54,0.00
82,54,0.00
83,54,0.00
84,54,0.00
85,54,0.00
86,54,0.00
87,54,0.00
88,54,0.00
89,54,0.00
90,54,0.00
91,54,0.00
92,54,0.00
93,54,0.00
94,54,0.00
95,54,0.00
96,54,0.00
97,54,0.00
98,54,0.00
99,54,0.00
100,54,0.00
101,54,0.00
102,54,0.01
103,54,0.03
104,54,0.08
105,54,0.20
106,54,0.40
107,54,0.65
108,54,0.83
109,54,0.93
110,54,0.97
111,54,0.99
112,54,1.00
113,54,1.00
114,54,1.00
115,54,1.00
116,54,1.00
117,54,1.00
118,54,1.00
119,54,1.00
120,54,1.00
121,54,1.00
122,54,1.00
123,54,1.00
124,54,1.00
125,54,1.00
126,54,1.00
127,54,1.00
128,54,1.00
129,54,1.00
130,54,1.00
131,54,1.00
132,54,1.00
133,54,1.00
134,54,1.00
135,54,1.00
136,54,1.00
137,54,1.00
138,54,1.00
139,54,1.00
140,54,1.00
141,54,1.00
142,54,1.00
143,54,1.00
144,54,1.00
145,54,1.00
146,54,1.00
147,54,1.00
148,54,1.00
149,54,1.00
150,54,1.00
151,54,1.00
152,54,1.00
153,54,1.00
154,54,1.00
155,54,1.00
156,54,1.00
157,54,1.00
158,54,1.00
159,54,1.00
160,54,1.00
161,54,1.00
162,54,1.00
163,54,1.00
164,54,1.00
165,54,1.00
166,54,1.00
167,54,1.00
168,54,1.00
169,54,1.00
170,54,1.00
171,54,1.00
172,54,1.00
173,54,1.00
174,54,1.00
175,54,1.00
176,54,1.00
177,54,1.00
178,54,1.00
179,54,1.00
180,54,1.00
181,54,1.00
182,54,1.00
183,54,1.00
184,54,1.00
185,54,1.00
186,54,1.00
187,54,1.00
188,54,1.00
189,54,1.00
190,54,1.00
191,54,1.00
192,54,1.00
193,54,1.00
194,54,1.00
195,54,1.00
196,54,1.00
197,54,1.00
198,54,1.00
199,54,1.00
200,54,1.00
0,55,0.00
1,55,0.00
2,55,0.00
3,55,0.00
4,55,0.00
5,55,0.00
6,55,0.00
7,55,0.00
8,55,0.00
9,55,0.00
10,55,0.00
11,55,0.00
12,55,0.00
13,55,0.00
14,55,0.00
15,55,0.00
16,55,0.00
17,55,0.00
18,55,0.00
19,55,0.00
20,55,0.00
21,55,0.00
22,55,0.00
23,55,0.00
24,55,0.00
25,55,0.00
26,55,0.00
27,55,0.00
28,55,0.00
29,55,0.00
30,55,0.00
31,55,0.00
32,55,0.00
33,55,0.00
34,55,0.00
35,55,0.00
36,55,0.00
37,55,0.00
38,55,0.00
39,55,0.00
40,55,0.00
41,55,0.00
42,55,0.00
43,55,0.00
44,55,0.00
45,55,0.00
46,55,0.00
47,55,0.00
48,55,0.00
49,55,0.00
50,55,0.00
51,55,0.00
52,55,0.00
53,55,0.00
54,55,0.00
55,55,0.00
56,55,0.00
57,55,0.00
58,55,0.00
59,55,0.00
60,55,0.00
61,55,0.00
62,55,0.00
63,55,0.00
64,55,0.00
65,55,0.00
66,55,0.00
67,55,0.00
68,55,0.00
69,55,0.00
70,55,0.00
71,55,0.00
72,55,0.00
73,55,0.00
74,55,0.00
75,55,0.00
76,55,0.00
77,55,0.00
78,55,0.00
79,55,0.00
80,55,0.00
81,55,0.00
82,55,0.00
83,55,0.00
84,55,0.00
85,55,0.00
86,55,0.00
87,55,0.00
88,55,0.00
89,55,0.00
90,55,0.00
91,55,0.00
92,55,0.00
93,55,0.00
94,55,0.00
95,55,0.00
96,55,0.00
97,55,0.00
98,55,0.00
99,55,0.00
100,55,0.00
101,55,0.00
102,55,0.00
103,55,0.00
104,55,0.01
105,55,0.03
106,55,0.08
107,55,0.20
108,55,0.40
109,55,0.65
110,55,0.83
111,55,0.93
112,55,0.97
113,55,0.99
114,55,1.00
115,55,1.00
116,55,1.00
117,55,1.00
118,55,1.00
119,55,1.00
120,55,1.00
121,55,1.00
122,55,1.00
123,55,1.00
124,55,1.00
125,55,1.00
126,55,1.00
127,55,1.00
128,55,1.00
129,55,1.00
130,55,1.00
131,55,1.00
132,55,1.00
133,55,1.00
134,55,1.00
135,55,1.00
136,55,1.00
137,55,1.00
138,55,1.00
139,55,1.00
140,55,1.00
141,55,1.00
142,55,1.00
143,55,1.00
144,55,1.00
145,55,1.00
146,55,1.00
147,55,1.00
148,55,1.00
149,55,1.00
150,55,1.00
151,55,1.00
152,55,1.00
153,55,1.00
154,55,1.00
155,55,1.00
156,55,1.00
157,55,1.00
158,55,1.00
159,55,1.00
160,55,1.00
161,55,1.00
162,55,1.00
163,55,1.00
164,55,1.00
165,55,1.00
166,55,1.00
167,55,1.00
168,55,1.00
169,55,1.00
170,55,1.00
171,55,1.00
172,55,1.00
173,55,1.00
174,55,1.00
175,55,1.00
176,55,1.00
177,55,1.00
178,55,1.00
179,55,1.00
180,55,1.00
181,55,1.00
182,55,1.00
183,55,1.00
184,55,1.00
185,55,1.00
186,55,1.00
187,55,1.00
188,55,1.00
189,55,1.00
190,55,1.00
191,55,1.00
192,55,1.00
193,55,1.00
194,55,1.00
195,55,1.00
196,55,1.00
197,55,1.00
198,55,1.00
199,55,1.00
200,55,1.00
0,56,0.00
1,56,0.00
2,56,0.00
3,56,0.00
4,56,0.00
5,56,0.00
6,56,0.00
7,56,0.00
8,56,0.00
9,56,0.00
10,56,0.00
11,56,0.00
12,56,0.00
13,56,0.00
14,56,0.00
15,56,0.00
16,56,0.00
17,56,0.00
18,56,0.00
19,56,0.00
20,56,0.00
21,56,0.00
22,56,0.00
23,56,0.00
24,56,0.00
25,56,0.00
26,56,0.00
27,56,0.00
28,56,0.00
29,56,0.00
30,56,0.00
31,56,0.00
32,56,0.00
33,56,0.00
34,56,0.00
35,56,0.00
36,56,0.00
37,56,0.00
38,56,0.00
39,56,0.00
40,56,0.00
41,56,0.00
42,56,0.00
